Time[s],Ecc[deg],Inc[deg],SMA[km],AOP[deg],RAAN[deg],MA[deg],Lat[deg],Lon[deg],Alt[km],x[km],y[km],z[km],vx[km/s],vy[km/s],vz[km/s]
54119,1.28403e-16,98.7089,7203.14,0,0.617374,318.63,-40.9595,263.048,834.153,5397.53,779.048,-4705.84,4.92536,-0.792253,5.51817
54179,3.004e-16,98.7089,7203.14,0,0.618059,322.176,-37.4773,261.907,832.882,5682.18,730.175,-4366.33,4.57116,-0.840444,5.8082
54239,2.65629e-16,98.7089,7203.14,0,0.618743,325.722,-33.9866,260.845,831.651,5945.07,678.511,-4010.11,4.19946,-0.885426,6.07598
54299,1.86884e-16,98.7089,7203.14,0,0.619428,329.268,-30.4886,259.846,830.477,6185.2,624.256,-3638.52,3.81168,-0.927027,6.3205
54359,6.78938e-17,98.7089,7203.14,0,0.620112,332.814,-26.9844,258.899,829.38,6401.64,567.615,-3253.01,3.4093,-0.965086,6.54082
54419,9.50514e-16,98.7089,7203.14,0,0.620797,336.36,-23.475,257.994,828.375,6593.57,508.806,-2855.03,2.99387,-0.99946,6.73609
54479,0,98.7089,7203.14,0,0.621481,339.907,-19.961,257.123,827.479,6760.25,448.052,-2446.13,2.56697,-1.03002,6.90556
54539,9.51863e-16,98.7089,7203.14,0,0.622165,343.453,-16.4434,256.278,826.705,6901.04,385.587,-2027.85,2.13025,-1.05664,7.04859
54599,8.8262e-16,98.7089,7203.14,0,0.62285,346.999,-12.9227,255.455,826.065,7015.41,321.648,-1601.81,1.68537,-1.07923,7.16463
54659,8.58332e-16,98.7089,7203.14,0,0.623534,350.545,-9.39976,254.647,825.57,7102.91,256.479,-1169.64,1.23403,-1.09769,7.25323
54719,9.19221e-16,98.7089,7203.14,0,0.624219,354.091,-5.87509,253.85,825.226,7163.22,190.331,-732.989,0.777968,-1.11196,7.31405
54779,9.11075e-16,98.7089,7203.14,0,0.624903,357.637,-2.34937,253.06,825.039,7196.1,123.454,-293.53,0.318928,-1.12199,7.34687
54839,2.56841e-16,98.7089,7203.14,0,0.625588,1.18343,1.17676,252.273,825.013,7201.42,56.1052,147.054,-0.141333,-1.12773,7.35155
54899,1.69735e-17,98.7089,7203.14,0,0.626272,4.72958,4.70268,251.485,825.146,7179.17,-11.4587,587.074,-0.601053,-1.12916,7.32808
54959,1.69735e-17,98.7089,7203.14,0,0.626957,8.27574,8.22777,250.691,825.438,7129.42,-78.9796,1024.85,-1.05847,-1.12628,7.27655
55019,2.56805e-16,98.7089,7203.14,0,0.627641,11.8219,11.7514,249.887,825.884,7052.38,-146.2,1458.69,-1.51184,-1.11909,7.19715
55079,1.32814e-16,98.7089,7203.14,0,0.628325,15.368,15.2729,249.069,826.477,6948.33,-212.862,1886.95,-1.95941,-1.10764,7.0902
55139,6.78938e-17,98.7089,7203.14,0,0.62901,18.9142,18.7916,248.232,827.208,6817.68,-278.712,2307.99,-2.39949,-1.09195,6.95609
55199,2.65629e-16,98.7089,7203.14,0,0.629694,22.4603,22.3068,247.371,828.064,6660.92,-343.498,2720.19,-2.83037,-1.07209,6.79534
55259,6.78938e-17,98.7089,7203.14,0,0.630379,26.0065,25.8179,246.478,829.035,6478.65,-406.972,3121.97,-3.25042,-1.04813,6.60857
55319,0,98.7089,7203.14,0,0.631063,29.5527,29.3239,245.546,830.103,6271.58,-468.893,3511.79,-3.65802,-1.02017,6.3965
55379,0,98.7089,7203.14,0,0.631748,33.0988,32.8241,244.566,831.253,6040.49,-529.024,3888.17,-4.05161,-0.988316,6.15993
55439,3.27773e-16,98.7089,7203.14,0,0.632432,36.645,36.3174,243.526,832.467,5786.27,-587.134,4249.66,-4.42969,-0.952684,5.89977
55499,2.65629e-16,98.7089,7203.14,0,0.633117,40.1911,39.8026,242.413,833.727,5509.89,-643.003,4594.87,-4.7908,-0.913413,5.61702
55559,1.45247e-16,98.7089,7203.14,0,0.633801,43.7373,43.2782,241.209,835.013,5212.42,-696.416,4922.49,-5.13358,-0.870652,5.31276
55619,2.65629e-16,98.7089,7203.14,0,0.634486,47.2834,46.7425,239.889,836.305,4894.99,-747.169,5231.26,-5.45669,-0.824565,4.98815
55679,2.40777e-16,98.7089,7203.14,0,0.63517,50.8296,50.193,238.424,837.584,4558.81,-795.069,5520,-5.75891,-0.775329,4.64445
55739,1.35788e-16,98.7089,7203.14,0,0.635854,54.3757,53.6264,236.771,838.83,4205.17,-839.933,5787.59,-6.03908,-0.72313,4.28295
55799,1.35788e-16,98.7089,7203.14,0,0.636539,57.9219,57.0383,234.871,840.024,3835.44,-881.589,6033.03,-6.29612,-0.668168,3.90506
55859,0,98.7089,7203.14,0,0.637223,61.468,60.4219,232.64,841.147,3451.02,-919.878,6255.36,-6.52905,-0.610653,3.51221
55919,1.45247e-16,98.7089,7203.14,0,0.637908,65.0142,63.7672,229.952,842.184,3053.38,-954.654,6453.74,-6.73698,-0.550806,3.10591
55979,1.45247e-16,98.7089,7203.14,0,0.638592,68.5603,67.0587,226.617,843.118,2644.05,-985.783,6627.4,-6.91912,-0.488854,2.68772
56039,0,98.7089,7203.14,0,0.639277,72.1065,70.2705,222.327,843.934,2224.6,-1013.15,6775.69,-7.07476,-0.425033,2.25924
56099,3.39469e-17,98.7089,7203.14,0,0.639961,75.6526,73.3574,216.578,844.621,1796.63,-1036.64,6898.02,-7.20331,-0.359589,1.8221
56159,3.27773e-16,98.7089,7203.14,0,0.640646,79.1988,76.2364,208.515,845.169,1361.78,-1056.18,6993.95,-7.30428,-0.29277,1.37799
56219,1.86708e-16,98.7089,7203.14,0,0.64133,82.7449,78.7482,196.759,845.568,921.713,-1071.68,7063.09,-7.37728,-0.224832,0.9286
56279,0,98.7089,7203.14,0,0.642014,86.2911,80.5947,179.629,845.812,478.119,-1083.09,7105.18,-7.42202,-0.156035,0.475654
56339,1.59126e-18,98.7089,7203.14,0,0.642699,89.8372,81.3403,157.277,845.899,32.6937,-1090.36,7120.06,-7.43835,-0.0866408,0.0208872
56399,2.56946e-16,98.7089,7203.14,0,0.643383,93.3834,80.7159,134.624,845.827,-412.856,-1093.47,7107.68,-7.4262,-0.0169149,-0.43396
56459,1.2952e-16,98.7089,7203.14,0,0.644068,96.9296,78.9513,116.949,845.597,-856.825,-1092.39,7068.08,-7.38561,0.0528764,-0.887145
56519,1.32814e-16,98.7089,7203.14,0,0.644752,100.476,76.4856,104.766,845.211,-1297.51,-1087.15,7001.41,-7.31674,0.122466,-1.33693
56579,1.32814e-16,98.7089,7203.14,0,0.645437,104.022,73.632,96.4311,844.678,-1733.23,-1077.76,6907.94,-7.21985,0.19159,-1.7816
56639,1.28403e-16,98.7089,7203.14,0,0.646121,107.568,70.5599,90.5117,844.003,-2162.32,-1064.24,6788,-7.09532,0.259982,-2.21945
56699,1.28403e-16,98.7089,7203.14,0,0.646806,111.114,67.3574,86.1132,843.198,-2583.12,-1046.67,6642.08,-6.94361,0.327381,-2.64879
56759,0,98.7089,7203.14,0,0.64749,114.66,64.0719,82.705,842.274,-2994.03,-1025.09,6470.72,-6.76532,0.393532,-3.068
56819,1.35788e-16,98.7089,7203.14,0,0.648175,118.206,60.7307,79.9674,841.246,-3393.47,-999.598,6274.58,-6.56112,0.458179,-3.47545
56879,9.59147e-16,98.7089,7203.14,0,0.648859,121.753,57.3502,77.7003,840.13,-3779.93,-970.288,6054.41,-6.3318,0.521078,-3.8696
56939,1.01841e-15,98.7089,7203.14,0,0.649543,125.299,53.9406,75.7739,838.942,-4151.9,-937.271,5811.06,-6.07824,0.581986,-4.24893
56999,0,98.7089,7203.14,0,0.650228,128.845,50.5089,74.1009,837.7,-4507.98,-900.674,5545.46,-5.80139,0.640672,-4.61198
57059,2.03682e-16,98.7089,7203.14,0,0.650912,132.391,47.0598,72.6205,836.423,-4846.8,-860.636,5258.62,-5.50234,0.696912,-4.95738
57119,1.45247e-16,98.7089,7203.14,0,0.651597,135.937,43.5967,71.2892,835.132,-5167.06,-817.31,4951.64,-5.18221,0.750491,-5.28379
57179,2.03682e-16,98.7089,7203.14,0,0.652281,139.483,40.122,70.0753,833.844,-5467.53,-770.862,4625.7,-4.84225,0.801203,-5.58997
57239,4.75257e-16,98.7089,7203.14,0,0.652966,143.03,36.6376,68.9548,832.581,-5747.07,-721.469,4282.05,-4.48374,0.848856,-5.87474
57299,6.78938e-17,98.7089,7203.14,0,0.65365,146.576,33.145,67.9092,831.362,-6004.6,-669.319,3921.99,-4.10806,0.893267,-6.13702
57359,0,98.7089,7203.14,0,0.654335,150.122,29.6455,66.9241,830.205,-6239.13,-614.612,3546.92,-3.71665,0.934266,-6.37579
57419,1.02647e-15,98.7089,7203.14,0,0.655019,153.668,26.1399,65.9881,829.129,-6449.78,-557.557,3158.27,-3.31101,0.971697,-6.59015
57479,8.24782e-16,98.7089,7203.14,0,0.655704,157.214,22.6293,65.0918,828.149,-6635.73,-498.372,2757.53,-2.89269,1.00542,-6.77927
57539,9.16567e-16,98.7089,7203.14,0,0.656388,160.76,19.1144,64.2275,827.281,-6796.27,-437.282,2346.22,-2.46329,1.0353,-6.94243
57599,9.50514e-16,98.7089,7203.14,0,0.657072,164.306,15.596,63.3885,826.538,-6930.78,-374.521,1925.93,-2.02446,1.06122,-7.07901
57659,9.63018e-16,98.7089,7203.14,0,0.657757,167.853,12.0747,62.5691,825.933,-7038.76,-310.329,1498.26,-1.57788,1.08309,-7.18848
57719,9.25517e-16,98.7089,7203.14,0,0.658441,171.399,8.55128,61.7644,825.473,-7119.78,-244.951,1064.86,-1.12526,1.10083,-7.27042
57779,9.16567e-16,98.7089,7203.14,0,0.659126,174.945,5.0263,60.9698,825.167,-7173.54,-178.636,627.377,-0.66833,1.11436,-7.32452
57839,4.45553e-16,98.7089,7203.14,0,0.65981,178.491,1.50043,60.181,825.018,-7199.83,-111.638,187.493,-0.208841,1.12364,-7.35057
57899,5.06928e-16,98.7089,7203.14,0,0.660495,182.037,-2.02571,59.3938,825.03,-7198.56,-44.2132,-253.109,0.251448,1.12862,-7.34847
57959,6.99761e-16,98.7089,7203.14,0,0.661179,185.583,-5.55149,58.6044,825.202,-7169.71,23.3814,-692.742,0.710775,1.12929,-7.31823
58019,4.4131e-16,98.7089,7203.14,0,0.661864,189.13,-9.07628,57.8085,825.532,-7113.42,90.8875,-1129.72,1.16738,1.12565,-7.25997
58079,4.75257e-16,98.7089,7203.14,0,0.662548,192.676,-12.5994,57.002,826.014,-7029.88,158.047,-1562.38,1.61951,1.11771,-7.17391
58139,3.94876e-16,98.7089,7203.14,0,0.663232,196.222,-16.1203,56.18,826.641,-6919.43,224.604,-1989.05,2.06545,1.1055,-7.06037
58199,4.2712e-16,98.7089,7203.14,0,0.663917,199.768,-19.6383,55.3376,827.403,-6782.48,290.304,-2408.1,2.50347,1.08906,-6.9198
58259,4.07363e-16,98.7089,7203.14,0,0.664601,203.314,-23.1526,54.469,828.288,-6619.56,354.895,-2817.93,2.93191,1.06847,-6.75273
58319,4.75257e-16,98.7089,7203.14,0,0.665286,206.86,-26.6625,53.5673,829.283,-6431.29,418.132,-3216.97,3.34912,1.04379,-6.5598
58379,3.91146e-16,98.7089,7203.14,0,0.66597,210.406,-30.1672,52.6246,830.373,-6218.39,479.772,-3603.7,3.7535,1.01513,-6.34175
58439,9.59147e-16,98.7089,7203.14,0,0.666655,213.953,-33.6658,51.6313,831.54,-5981.69,539.581,-3976.62,4.14352,0.98259,-6.09941
58499,6.11045e-16,98.7089,7203.14,0,0.667339,217.499,-37.1573,50.5756,832.767,-5722.08,597.329,-4334.31,4.51766,0.946296,-5.83372
58559,9.59147e-16,98.7089,7203.14,0,0.668024,221.045,-40.6403,49.4424,834.035,-5440.56,652.796,-4675.41,4.87451,0.906386,-5.54569
58619,4.75257e-16,98.7089,7203.14,0,0.668708,224.591,-44.1134,48.2127,835.324,-5138.2,705.77,-4998.6,5.21269,0.863015,-5.23642
58679,9.84594e-16,98.7089,7203.14,0,0.669393,228.137,-47.5746,46.8615,836.615,-4816.17,756.05,-5302.65,5.53091,0.816346,-4.9071
58739,9.50514e-16,98.7089,7203.14,0,0.670077,231.683,-51.0213,45.3555,837.887,-4475.7,803.441,-5586.4,5.82796,0.766558,-4.55899
58799,8.8262e-16,98.7089,7203.14,0,0.670761,235.23,-54.4501,43.6491,839.123,-4118.09,847.765,-5848.75,6.10268,0.713842,-4.19342
58859,1.28403e-16,98.7089,7203.14,0,0.671446,238.776,-57.8558,41.6783,840.301,-3744.71,888.851,-6088.7,6.35404,0.658399,-3.81179
58919,1.86884e-16,98.7089,7203.14,0,0.67213,242.322,-61.2313,39.3506,841.406,-3356.99,926.542,-6305.34,6.58107,0.60044,-3.41556
58979,6.78938e-17,98.7089,7203.14,0,0.672815,245.868,-64.5654,36.528,842.419,-2956.42,960.694,-6497.83,6.7829,0.540187,-3.00626
59039,6.78938e-17,98.7089,7203.14,0,0.673499,249.414,-67.8406,32.9964,843.325,-2544.53,991.177,-6665.45,6.95875,0.477869,-2.58544
59099,1.35788e-16,98.7089,7203.14,0,0.674184,252.96,-71.0274,28.4117,844.112,-2122.89,1017.87,-6807.53,7.10796,0.413726,-2.15472
59159,2.56805e-16,98.7089,7203.14,0,0.674868,256.506,-74.0739,22.2006,844.766,-1693.13,1040.68,-6923.55,7.22995,0.348001,-1.71575
59219,0,98.7089,7203.14,0,0.675553,260.053,-76.8832,13.3969,845.278,-1256.88,1059.52,-7013.05,7.32425,0.280947,-1.27021
59279,1.2952e-16,98.7089,7203.14,0,0.676237,263.599,-79.2686,0.488991,845.641,-815.822,1074.31,-7075.7,7.39051,0.212819,-0.819807
59339,8.91107e-16,98.7089,7203.14,0,0.676921,267.145,-80.8917,341.933,845.848,-371.638,1084.99,-7111.25,7.42847,0.143876,-0.366264
59399,2.57024e-16,98.7089,7203.14,0,0.677606,270.691,-81.3148,318.898,845.896,73.9692,1091.53,-7119.57,7.43799,0.0743839,0.0886815
59459,1.28403e-16,98.7089,7203.14,0,0.67829,274.237,-80.3783,297.13,845.786,519.293,1093.9,-7100.63,7.41902,0.00460634,0.543288
59519,8.58332e-16,98.7089,7203.14,0,0.678975,277.783,-78.407,280.879,845.518,962.628,1092.1,-7054.49,7.37164,-0.0651896,0.995813
59579,3.98443e-16,98.7089,7203.14,0,0.679659,281.329,-75.8257,269.782,845.096,1402.28,1086.12,-6981.35,7.29604,-0.134737,1.44453
59639,1.63887e-16,98.7089,7203.14,0,0.680344,284.876,-72.908,262.137,844.528,1836.56,1075.99,-6881.46,7.1925,-0.203771,1.88771
59699,1.63887e-16,98.7089,7203.14,0,0.681028,288.422,-69.7985,256.649,843.821,2263.8,1061.75,-6755.23,7.06142,-0.272028,2.32366
59759,6.78938e-17,98.7089,7203.14,0,0.681713,291.968,-66.5727,252.527,842.986,2682.38,1043.46,-6603.12,6.9033,-0.339246,2.75071
59819,6.78938e-17,98.7089,7203.14,0,0.682397,295.514,-63.2718,249.304,842.036,3090.69,1021.18,-6425.73,6.71874,-0.405169,3.16723
59879,9.50514e-16,98.7089,7203.14,0,0.683082,299.06,-59.9199,246.695,840.985,3487.16,995.001,-6223.74,6.50846,-0.469545,3.57162
59939,2.03682e-16,98.7089,7203.14,0,0.683766,302.606,-56.5316,244.519,839.85,3870.28,965.02,-5997.91,6.27326,-0.532129,3.96234
59999,3.27773e-16,98.7089,7203.14,0,0.68445,306.153,-53.1162,242.661,838.647,4238.58,931.353,-5749.11,6.01403,-0.592681,4.33788
60059,2.03682e-16,98.7089,7203.14,0,0.685135,309.699,-49.68,241.039,837.395,4590.65,894.127,-5478.3,5.73178,-0.650969,4.69681
60119,1.86884e-16,98.7089,7203.14,0,0.685819,313.245,-46.2272,239.598,836.113,4925.14,853.486,-5186.5,5.42758,-0.706772,5.03775
60179,1.28403e-16,98.7089,7203.14,0,0.686504,316.791,-42.7611,238.297,834.82,5240.77,809.584,-4874.85,5.10259,-0.759876,5.3594
60239,8.24782e-16,98.7089,7203.14,0,0.687188,320.337,-39.2839,237.108,833.537,5536.33,762.589,-4544.53,4.75807,-0.810078,5.66053
60299,2.56805e-16,98.7089,7203.14,0,0.687873,323.883,-35.7974,236.007,832.283,5810.69,712.681,-4196.81,4.39532,-0.857186,5.93998
60359,9.50514e-16,98.7089,7203.14,0,0.688557,327.429,-32.3031,234.977,831.077,6062.8,660.05,-3833.01,4.01575,-0.901021,6.19669
60419,8.91911e-16,98.7089,7203.14,0,0.689242,330.976,-28.802,234.005,829.938,6291.7,604.897,-3454.54,3.6208,-0.941414,6.42967
60479,8.54241e-16,98.7089,7203.14,0,0.689926,334.522,-25.2951,233.079,828.883,6496.51,547.433,-3062.84,3.21198,-0.978212,6.63802
60539,8.24782e-16,98.7089,7203.14,0,0.69061,338.068,-21.7834,232.191,827.929,6676.43,487.877,-2659.4,2.79087,-1.01127,6.82095
60599,8.86676e-16,98.7089,7203.14,0,0.691295,341.614,-18.2676,231.334,827.09,6830.8,426.457,-2245.79,2.35907,-1.04047,6.97777
60659,2.59039e-16,98.7089,7203.14,0,0.691979,345.16,-14.7484,230.5,826.38,6959,363.407,-1823.57,1.91823,-1.0657,7.10786
60719,8.48673e-16,98.7089,7203.14,0,0.692664,348.706,-11.2266,229.684,825.808,7060.56,298.969,-1394.38,1.47005,-1.08685,7.21074
60779,0,98.7089,7203.14,0,0.693348,352.253,-7.70271,228.883,825.385,7135.09,233.387,-959.839,1.01625,-1.10386,7.286
60839,2.57366e-16,98.7089,7203.14,0,0.694033,355.799,-4.17746,228.09,825.116,7182.29,166.913,-521.625,0.558547,-1.11665,7.33336
60899,1.28683e-16,98.7089,7203.14,0,0.694717,359.345,-0.651467,227.302,825.006,7201.99,99.8012,-81.4143,0.0987093,-1.12517,7.35264
60959,0,98.7089,7203.14,0,0.695402,2.89099,2.87464,226.514,825.057,7194.11,32.307,359.108,-0.361507,-1.12939,7.34376
61019,3.39469e-17,98.7089,7203.14,0,0.696086,6.43715,6.40024,225.724,825.267,7158.68,-35.3114,798.256,-0.820338,-1.12931,7.30676
61079,2.59039e-16,98.7089,7203.14,0,0.696771,9.9833,9.9247,224.926,825.634,7095.85,-102.796,1234.35,-1.27603,-1.1249,7.24178
61139,6.78938e-17,98.7089,7203.14,0,0.697455,13.5295,13.4474,224.116,826.152,7005.84,-169.888,1665.71,-1.72683,-1.1162,7.14907
61199,1.63887e-16,98.7089,7203.14,0,0.698139,17.0756,16.9676,223.289,826.812,6889,-236.333,2090.7,-2.17102,-1.10324,7.02898
61259,6.78938e-17,98.7089,7203.14,0,0.698824,20.6218,20.4847,222.441,827.605,6745.79,-301.875,2507.67,-2.6069,-1.08606,6.88197
61319,2.03682e-16,98.7089,7203.14,0,0.699508,24.1679,23.9981,221.565,828.518,6576.74,-366.266,2915.05,-3.0328,-1.06474,6.70862
61379,3.91146e-16,98.7089,7203.14,0,0.700193,27.7141,27.5068,220.655,829.538,6382.51,-429.258,3311.26,-3.44708,-1.03934,6.50957
61439,1.86884e-16,98.7089,7203.14,0,0.700877,31.2602,31.0101,219.701,830.648,6163.85,-490.611,3694.8,-3.84816,-1.00998,6.28559
61499,1.35788e-16,98.7089,7203.14,0,0.701562,34.8064,34.5071,218.694,831.831,5921.58,-550.091,4064.18,-4.23451,-0.976757,6.03754
61559,1.35788e-16,98.7089,7203.14,0,0.702246,38.3525,37.9967,217.621,833.07,5656.63,-607.47,4418,-4.60464,-0.939804,5.76637
61619,1.86884e-16,98.7089,7203.14,0,0.702931,41.8987,41.4775,216.466,834.344,5370.02,-662.53,4754.91,-4.95714,-0.899261,5.47313
61679,1.45247e-16,98.7089,7203.14,0,0.703615,45.4448,44.9479,215.21,835.636,5062.86,-715.06,5073.6,-5.29066,-0.855282,5.15892
61739,1.28403e-16,98.7089,7203.14,0,0.704299,48.991,48.4059,213.825,836.924,4736.3,-764.859,5372.86,-5.60392,-0.808035,4.82495
61799,3.39469e-16,98.7089,7203.14,0,0.704984,52.5371,51.8487,212.275,838.189,4391.61,-811.737,5651.55,-5.89572,-0.757702,4.47251
61859,0,98.7089,7203.14,0,0.705668,56.0833,55.2724,210.512,839.412,4030.1,-855.515,5908.6,-6.16495,-0.704473,4.10295
61919,6.78938e-17,98.7089,7203.14,0,0.706353,59.6294,58.6716,208.465,840.575,3653.16,-896.026,6143.03,-6.41057,-0.648553,3.71767
61979,6.78938e-17,98.7089,7203.14,0,0.707037,63.1756,62.0383,206.033,841.658,3262.24,-933.115,6353.92,-6.63164,-0.590156,3.31815
62039,0,98.7089,7203.14,0,0.707722,66.7217,65.3602,203.063,842.647,2858.82,-966.64,6540.49,-6.82732,-0.529503,2.90593
62099,2.65629e-16,98.7089,7203.14,0,0.708406,70.2679,68.6174,199.316,843.526,2444.45,-996.473,6702.01,-6.99685,-0.466826,2.48258
62159,1.45247e-16,98.7089,7203.14,0,0.709091,73.814,71.7764,194.404,844.282,2020.73,-1022.5,6837.86,-7.13959,-0.402366,2.04972
62219,0,98.7089,7203.14,0,0.709775,77.3602,74.777,187.676,844.903,1589.26,-1044.62,6947.53,-7.255,-0.336368,1.60902
62279,1.69735e-17,98.7089,7203.14,0,0.71046,80.9063,77.5061,178.042,845.38,1151.71,-1062.75,7030.6,-7.34262,-0.269085,1.16215
62339,0,98.7089,7203.14,0,0.711144,84.4525,79.7455,163.881,845.705,709.754,-1076.83,7086.74,-7.40212,-0.200773,0.710833
62399,3.41362e-16,98.7089,7203.14,0,0.711828,87.9987,81.1178,143.948,845.874,265.077,-1086.79,7115.75,-7.43329,-0.131693,0.256793
62459,1.28683e-16,98.7089,7203.14,0,0.712513,91.5448,81.2076,120.603,845.884,-180.614,-1092.6,7117.5,-7.43599,-0.062109,-0.19823
62519,3.73768e-16,98.7089,7203.14,0,0.713197,95.091,79.9805,99.981,845.736,-625.614,-1094.23,7092,-7.41021,0.007713,-0.652495
62579,5.09204e-17,98.7089,7203.14,0,0.713882,98.6371,77.8281,85.1111,845.43,-1068.22,-1091.69,7039.34,-7.35606,0.0775064,-1.10426
62639,1.32814e-16,98.7089,7203.14,0,0.714566,102.183,75.1469,74.9949,844.972,-1506.73,-1084.97,6959.73,-7.27374,0.147005,-1.5518
62699,1.01841e-16,98.7089,7203.14,0,0.715251,105.729,72.1733,67.9656,844.37,-1939.48,-1074.11,6853.46,-7.16357,0.215942,-1.99339
62759,9.50514e-16,98.7089,7203.14,0,0.715935,109.276,69.0305,62.8633,843.631,-2364.79,-1059.15,6720.95,-7.02597,0.284056,-2.42735
62819,8.24782e-16,98.7089,7203.14,0,0.71662,112.822,65.7837,58.9922,842.767,-2781.05,-1040.14,6562.7,-6.86147,0.351085,-2.85202
62879,6.78938e-17,98.7089,7203.14,0,0.717304,116.368,62.4688,55.9379,841.791,-3186.67,-1017.16,6379.32,-6.67069,0.416774,-3.26576
62939,3.91146e-16,98.7089,7203.14,0,0.717988,119.914,59.1071,53.4466,840.719,-3580.08,-990.297,6171.51,-6.45437,0.480873,-3.667
62999,3.91146e-16,98.7089,7203.14,0,0.718673,123.46,55.7115,51.3567,839.566,-3959.78,-959.648,5940.07,-6.21334,0.543135,-4.0542
63059,6.78938e-17,98.7089,7203.14,0,0.719357,127.006,52.2906,49.5613,838.349,-4324.32,-925.332,5685.88,-5.94851,0.603323,-4.42587
63119,3.62942e-16,98.7089,7203.14,0,0.720042,130.552,48.85,47.9873,837.088,-4672.3,-887.482,5409.92,-5.6609,0.661208,-4.78059
63179,1.45247e-16,98.7089,7203.14,0,0.720726,134.099,45.3938,46.5834,835.802,-5002.39,-846.241,5113.24,-5.35162,0.716567,-5.117
63239,4.75257e-16,98.7089,7203.14,0,0.721411,137.645,41.9249,45.3121,834.51,-5313.32,-801.767,4796.98,-5.02185,0.76919,-5.43382
63299,7.46832e-16,98.7089,7203.14,0,0.722095,141.191,38.4453,44.1457,833.232,-5603.91,-754.231,4462.35,-4.67284,0.818876,-5.72984
63359,1.28403e-16,98.7089,7203.14,0,0.72278,144.737,34.9568,43.0633,831.988,-5873.04,-703.812,4110.64,-4.30595,0.865435,-6.00391
63419,4.2712e-16,98.7089,7203.14,0,0.723464,148.283,31.4607,42.0484,830.796,-6119.68,-650.705,3743.18,-3.92256,0.908688,-6.25499
63479,7.46832e-16,98.7089,7203.14,0,0.724149,151.829,27.9581,41.0883,829.676,-6342.88,-595.111,3361.38,-3.52416,0.948471,-6.48211
63539,5.58122e-16,98.7089,7203.14,0,0.724833,155.376,24.4501,40.1725,828.644,-6541.8,-537.244,2966.72,-3.11226,0.984632,-6.68441
63599,9.59147e-16,98.7089,7203.14,0,0.725517,158.922,20.9373,39.2924,827.716,-6715.67,-477.323,2560.69,-2.68844,1.01703,-6.86112
63659,9.50514e-16,98.7089,7203.14,0,0.726202,162.468,17.4206,38.441,826.907,-6863.82,-415.579,2144.86,-2.25433,1.04555,-7.01155
63719,2.65629e-16,98.7089,7203.14,0,0.726886,166.014,13.9007,37.6122,826.229,-6985.7,-352.247,1720.82,-1.81159,1.07007,-7.13513
63779,3.85208e-16,98.7089,7203.14,0,0.727571,169.56,10.3783,36.8005,825.693,-7080.82,-287.568,1290.18,-1.36191,1.09051,-7.23139
63839,9.25517e-16,98.7089,7203.14,0,0.728255,173.106,6.85407,36.0012,825.306,-7148.82,-221.79,854.606,-0.907011,1.10678,-7.29996
63899,8.91107e-16,98.7089,7203.14,0,0.72894,176.652,3.32858,35.2099,825.075,-7189.46,-155.163,415.758,-0.448643,1.11882,-7.34057
63959,4.52979e-16,98.7089,7203.14,0,0.729624,180.199,-0.197501,34.4224,825.004,-7202.56,-87.9437,-24.6823,0.0114424,1.12659,-7.35307
64019,4.4131e-16,98.7089,7203.14,0,0.730309,183.745,-3.72355,33.6346,825.093,-7188.08,-20.3872,-465.028,0.471484,1.13005,-7.33742
64079,4.24336e-16,98.7089,7203.14,0,0.730993,187.291,-7.24893,32.8426,825.342,-7146.08,47.248,-903.593,0.92972,1.1292,-7.29367
64139,5.09204e-16,98.7089,7203.14,0,0.731677,190.837,-10.773,32.0422,825.745,-7076.72,114.704,-1338.7,1.3844,1.12404,-7.22198
64199,4.92297e-16,98.7089,7203.14,0,0.732362,194.383,-14.2952,31.2288,826.298,-6980.26,181.722,-1768.68,1.83377,1.11458,-7.12264
64259,5.09204e-16,98.7089,7203.14,0,0.733046,197.929,-17.8147,30.3977,826.991,-6857.07,248.047,-2191.88,2.27612,1.10087,-6.99603
64319,4.07363e-16,98.7089,7203.14,0,0.733731,201.476,-21.331,29.5434,827.815,-6707.62,313.426,-2606.69,2.70976,1.08295,-6.84262
64379,4.81553e-16,98.7089,7203.14,0,0.734415,205.022,-24.8433,28.6597,828.755,-6532.49,377.608,-3011.52,3.13302,1.06089,-6.66301
64439,6.00801e-16,98.7089,7203.14,0,0.7351,208.568,-28.3508,27.7394,829.797,-6332.34,440.348,-3404.82,3.54428,1.03478,-6.45789
64499,4.75257e-16,98.7089,7203.14,0,0.735784,212.114,-31.8527,26.7737,830.927,-6107.95,501.408,-3785.08,3.94198,1.00472,-6.22803
64559,5.58122e-16,98.7089,7203.14,0,0.736469,215.66,-35.348,25.752,832.125,-5860.16,560.553,-4150.84,4.32457,0.970819,-5.97433
