Time[s],Ecc[deg],Inc[deg],SMA[km],AOP[deg],RAAN[deg],MA[deg],Lat[deg],Lon[deg],Alt[km],x[km],y[km],z[km],vx[km/s],vy[km/s],vz[km/s]
43439,0,98.7089,7203.14,0,0.495542,47.4144,46.8703,290.597,836.353,4881.06,-760.832,5242.29,-5.47022,-0.809536,4.97578
43499,6.78938e-17,98.7089,7203.14,0,0.496227,50.9606,50.3202,289.126,837.631,4544.1,-807.806,5530.27,-5.77152,-0.759455,4.6314
43559,1.86884e-16,98.7089,7203.14,0,0.496911,54.5068,53.7529,287.465,838.875,4189.74,-851.695,5797.06,-6.05072,-0.706473,4.26927
43619,2.56805e-16,98.7089,7203.14,0,0.497595,58.0529,57.1638,285.554,840.066,3819.33,-892.331,6041.66,-6.30676,-0.650792,3.8908
43679,2.90495e-16,98.7089,7203.14,0,0.49828,61.5991,60.5462,283.309,841.187,3434.31,-929.559,6263.12,-6.53864,-0.592625,3.49743
43739,3.39469e-16,98.7089,7203.14,0,0.498964,65.1452,63.8899,280.601,842.22,3036.13,-963.236,6460.6,-6.74549,-0.532193,3.09066
43799,3.91146e-16,98.7089,7203.14,0,0.499649,68.6914,67.179,277.237,843.15,2626.32,-993.235,6633.34,-6.92651,-0.469729,2.67206
43859,1.32814e-16,98.7089,7203.14,0,0.500333,72.2375,70.3871,272.904,843.962,2206.46,-1019.44,6780.67,-7.081,-0.405469,2.24323
43919,3.39469e-17,98.7089,7203.14,0,0.501018,75.7837,73.4681,267.087,844.644,1778.15,-1041.75,6902.04,-7.20838,-0.33966,1.80581
43979,1.45247e-16,98.7089,7203.14,0,0.501702,79.3298,76.3371,258.916,845.186,1343.03,-1060.08,6996.98,-7.30816,-0.272553,1.36147
44039,1.32814e-16,98.7089,7203.14,0,0.502387,82.876,78.8306,246.99,845.579,902.771,-1074.37,7065.12,-7.37995,-0.204405,0.911916
44099,1.28403e-16,98.7089,7203.14,0,0.503071,86.4221,80.6447,229.641,845.818,459.053,-1084.55,7106.21,-7.42348,-0.135475,0.458872
44159,1.28436e-16,98.7089,7203.14,0,0.503756,89.9683,81.3417,207.162,845.899,13.577,-1090.58,7120.09,-7.43859,-0.0660269,0.00407106
44219,8.48673e-18,98.7089,7203.14,0,0.50444,93.5144,80.6683,184.624,845.821,-431.951,-1092.46,7106.7,-7.42522,0.00367395,-0.450746
44279,1.32814e-16,98.7089,7203.14,0,0.505124,97.0606,78.8702,167.169,845.585,-875.824,-1090.15,7066.1,-7.38341,0.0733613,-0.903836
44339,2.03682e-16,98.7089,7203.14,0,0.505809,100.607,76.3857,155.16,845.194,-1316.34,-1083.69,6998.43,-7.31333,0.142769,-1.35347
44399,1.63887e-16,98.7089,7203.14,0,0.506493,104.153,73.5217,146.936,844.655,-1751.82,-1073.08,6903.97,-7.21525,0.211632,-1.79791
44459,0,98.7089,7203.14,0,0.507178,107.699,70.4435,141.085,843.975,-2180.59,-1058.38,6783.07,-7.08953,0.279688,-2.23547
44519,1.28403e-16,98.7089,7203.14,0,0.507862,111.245,67.2372,136.731,843.166,-2601.02,-1039.63,6636.2,-6.93667,0.346675,-2.66448
44579,2.56805e-16,98.7089,7203.14,0,0.508547,114.791,63.9493,133.353,842.238,-3011.48,-1016.92,6463.91,-6.75725,0.412339,-3.08327
44639,1.45247e-16,98.7089,7203.14,0,0.509231,118.337,60.6064,130.635,841.207,-3410.41,-990.314,6266.87,-6.55196,0.476429,-3.49026
44699,8.91911e-16,98.7089,7203.14,0,0.509916,121.884,57.2246,128.383,840.087,-3796.28,-959.928,6045.83,-6.32157,0.538699,-3.88389
44759,6.78938e-17,98.7089,7203.14,0,0.5106,125.43,53.8142,126.467,838.897,-4167.61,-925.876,5801.64,-6.06698,0.598913,-4.26264
44819,1.45247e-16,98.7089,7203.14,0,0.511284,128.976,50.3818,124.802,837.653,-4522.99,-888.287,5535.23,-5.78916,0.656839,-4.62507
44879,2.71575e-16,98.7089,7203.14,0,0.511969,132.522,46.9321,123.328,836.376,-4861.04,-847.305,5247.62,-5.48917,0.712257,-4.96979
44939,2.65629e-16,98.7089,7203.14,0,0.512653,136.068,43.4685,122.002,835.084,-5180.48,-803.086,4939.92,-5.16816,0.764954,-5.29547
44999,1.86884e-16,98.7089,7203.14,0,0.513338,139.614,39.9934,120.792,833.797,-5480.09,-755.799,4613.31,-4.82736,0.81473,-5.60088
45059,2.65629e-16,98.7089,7203.14,0,0.514022,143.161,36.5087,119.674,832.536,-5758.71,-705.624,4269.02,-4.46807,0.861395,-5.88484
45119,2.03682e-16,98.7089,7203.14,0,0.514707,146.707,33.0158,118.631,831.318,-6015.28,-652.754,3908.39,-4.09168,0.90477,-6.14626
45179,9.59147e-16,98.7089,7203.14,0,0.515391,150.253,29.516,117.648,830.164,-6248.82,-597.39,3532.8,-3.69962,0.944689,-6.38415
45239,1.45247e-16,98.7089,7203.14,0,0.516076,153.799,26.0103,116.714,829.091,-6458.42,-539.744,3143.67,-3.2934,0.981001,-6.59759
45299,1.45247e-16,98.7089,7203.14,0,0.51676,157.345,22.4995,115.819,828.115,-6643.3,-480.035,2742.51,-2.87456,1.01357,-6.78577
45359,1.32814e-16,98.7089,7203.14,0,0.517445,160.891,18.9845,114.955,827.251,-6802.74,-418.492,2330.84,-2.44471,1.04226,-6.94796
45419,1.32814e-16,98.7089,7203.14,0,0.518129,164.437,15.4659,114.117,826.514,-6936.13,-355.351,1910.25,-2.00551,1.06697,-7.08354
45479,2.59039e-16,98.7089,7203.14,0,0.518813,167.984,11.9446,113.298,825.913,-7042.96,-290.851,1482.34,-1.55862,1.08761,-7.192
45539,9.25517e-16,98.7089,7203.14,0,0.519498,171.53,8.42105,112.494,825.459,-7122.82,-225.24,1048.76,-1.10577,1.10409,-7.27292
45599,4.43338e-16,98.7089,7203.14,0,0.520182,175.076,4.89603,111.7,825.158,-7175.41,-158.768,611.155,-0.648681,1.11636,-7.32598
45659,5.14263e-16,98.7089,7203.14,0,0.520867,178.622,1.37014,110.911,825.016,-7200.52,-91.6885,171.215,-0.18911,1.12436,-7.35099
45719,5.21633e-16,98.7089,7203.14,0,0.521551,182.168,-2.156,110.124,825.034,-7198.06,-24.2584,-269.381,0.271185,1.12807,-7.34785
45779,5.10591e-16,98.7089,7203.14,0,0.522236,185.714,-5.68176,109.334,825.212,-7168.04,43.2649,-708.946,0.730442,1.12746,-7.31658
45839,4.4131e-16,98.7089,7203.14,0,0.52292,189.261,-9.2065,108.538,825.547,-7110.57,110.624,-1145.8,1.1869,1.12256,-7.25728
45899,4.5961e-16,98.7089,7203.14,0,0.523605,192.807,-12.7296,107.731,826.034,-7025.87,177.56,-1578.26,1.63882,1.11336,-7.1702
45959,9.16567e-16,98.7089,7203.14,0,0.524289,196.353,-16.2504,106.909,826.667,-6914.26,243.82,-2004.68,2.08446,1.09991,-7.05566
46019,9.84594e-16,98.7089,7203.14,0,0.524973,199.899,-19.7682,106.065,827.433,-6776.19,309.148,-2423.42,2.52211,1.08226,-6.91409
46079,4.75257e-16,98.7089,7203.14,0,0.525658,203.445,-23.2824,105.196,828.323,-6612.16,373.296,-2832.88,2.95011,1.06048,-6.74606
46139,6.2439e-16,98.7089,7203.14,0,0.526342,206.991,-26.7921,104.292,829.322,-6422.82,436.019,-3231.49,3.36682,1.03464,-6.55218
46199,1.08882e-15,98.7089,7203.14,0,0.527027,210.537,-30.2966,103.348,830.415,-6208.88,497.077,-3617.73,3.77063,1.00485,-6.33322
46259,5.43151e-16,98.7089,7203.14,0,0.527711,214.084,-33.7949,102.353,831.585,-5971.17,556.237,-3990.11,4.16,0.971228,-6.09
46319,3.004e-16,98.7089,7203.14,0,0.528396,217.63,-37.2861,101.294,832.814,-5710.59,613.273,-4347.22,4.53344,0.933891,-5.82347
46379,1.22209e-15,98.7089,7203.14,0,0.52908,221.176,-40.7688,100.158,834.082,-5428.14,667.967,-4687.68,4.88953,0.892988,-5.53463
46439,5.43151e-16,98.7089,7203.14,0,0.529765,224.722,-44.2415,98.9243,835.372,-5124.91,720.11,-5010.18,5.22689,0.848673,-5.2246
46499,9.50514e-16,98.7089,7203.14,0,0.530449,228.268,-47.7022,97.5681,836.662,-4802.06,769.503,-5313.5,5.54423,0.801116,-4.89456
46559,9.59147e-16,98.7089,7203.14,0,0.531134,231.814,-51.1484,96.0556,837.934,-4460.82,815.957,-5596.48,5.84035,0.750498,-4.54578
46619,2.65629e-16,98.7089,7203.14,0,0.531818,235.361,-54.5763,94.3407,839.167,-4102.49,859.295,-5858.02,6.1141,0.697013,-4.17959
46679,6.78938e-17,98.7089,7203.14,0,0.532502,238.907,-57.9811,92.3585,840.343,-3728.46,899.35,-6097.13,6.36444,0.640866,-3.7974
46739,9.50514e-16,98.7089,7203.14,0,0.533187,242.453,-61.3553,90.0154,841.445,-3340.15,935.972,-6312.89,6.59041,0.58227,-3.40066
46799,8.91911e-16,98.7089,7203.14,0,0.533871,245.999,-64.6876,87.171,842.454,-2939.05,969.018,-6504.47,6.79114,0.521449,-2.9909
46859,8.8262e-16,98.7089,7203.14,0,0.534556,249.545,-67.9601,83.6077,843.357,-2526.7,998.363,-6671.15,6.96587,0.458636,-2.56969
46919,8.8262e-16,98.7089,7203.14,0,0.53524,253.091,-71.1429,78.9749,844.139,-2104.67,1023.9,-6812.28,7.11393,0.394071,-2.13864
46979,1.28403e-16,98.7089,7203.14,0,0.535925,256.637,-74.1827,72.6882,844.788,-1674.58,1045.52,-6927.33,7.23474,0.327999,-1.69939
47039,8.86676e-16,98.7089,7203.14,0,0.536609,260.184,-76.9804,63.7631,845.295,-1238.09,1063.14,-7015.85,7.32786,0.260674,-1.25364
47099,9.08711e-16,98.7089,7203.14,0,0.537294,263.73,-79.3447,50.6693,845.651,-796.845,1076.71,-7077.5,7.39291,0.192353,-0.803094
47159,0,98.7089,7203.14,0,0.537978,267.276,-80.9312,31.8971,845.852,-352.554,1086.17,-7112.04,7.42965,0.123297,-0.349468
47219,0,98.7089,7203.14,0,0.538662,270.822,-81.3036,8.78905,845.895,93.0873,1091.47,-7119.36,7.43794,0.0537687,0.105496
47279,2.54602e-17,98.7089,7203.14,0,0.539347,274.368,-80.321,347.182,845.779,538.372,1092.61,-7099.41,7.41776,-0.0159655,0.560056
47339,1.69735e-17,98.7089,7203.14,0,0.540031,277.914,-78.3203,331.147,845.505,981.595,1089.57,-7052.27,7.36917,-0.0856393,1.01247
47399,3.39469e-17,98.7089,7203.14,0,0.540716,281.461,-75.7227,320.207,845.078,1421.06,1082.37,-6978.13,7.29236,-0.154987,1.46101
47459,1.0256e-15,98.7089,7203.14,0,0.5414,285.007,-72.7959,312.661,844.504,1855.08,1071.04,-6877.26,7.18762,-0.223743,1.90395
47519,1.32814e-16,98.7089,7203.14,0,0.542085,288.553,-69.6811,307.235,843.792,2282,1055.62,-6750.06,7.05537,-0.291645,2.33961
47579,1.08882e-15,98.7089,7203.14,0,0.542769,292.099,-66.4519,303.153,842.953,2700.18,1036.16,-6597.02,6.8961,-0.358434,2.7663
47639,8.91911e-16,98.7089,7203.14,0,0.543454,295.645,-63.1488,299.957,841.999,3108.02,1012.75,-6418.7,6.71042,-0.423854,3.1824
47699,2.90495e-16,98.7089,7203.14,0,0.544138,299.191,-59.7953,297.367,840.945,3503.96,985.464,-6215.81,6.49905,-0.487656,3.58631
47759,1.28403e-16,98.7089,7203.14,0,0.544823,302.737,-56.4058,295.205,839.806,3886.49,954.417,-5989.12,6.26279,-0.549596,3.97649
47819,0,98.7089,7203.14,0,0.545507,306.284,-52.9896,293.356,838.601,4254.13,919.724,-5739.49,6.00255,-0.609437,4.35145
47879,9.50514e-16,98.7089,7203.14,0,0.546191,309.83,-49.5526,291.742,837.348,4605.48,881.517,-5467.88,5.71932,-0.666951,4.70973
47939,2.03682e-16,98.7089,7203.14,0,0.546876,313.376,-46.0994,290.307,836.065,4939.19,839.943,-5175.34,5.41419,-0.721918,5.04999
47999,1.28403e-16,98.7089,7203.14,0,0.54756,316.922,-42.6328,289.011,834.773,5253.99,795.16,-4862.97,5.08834,-0.774128,5.3709
48059,1.45247e-16,98.7089,7203.14,0,0.548245,320.468,-39.1553,287.825,833.49,5548.68,747.34,-4531.98,4.743,-0.823381,5.67125
48119,9.50514e-16,98.7089,7203.14,0,0.548929,324.014,-35.6685,286.727,832.238,5822.12,696.664,-4183.64,4.37949,-0.86949,5.94988
48179,8.8262e-16,98.7089,7203.14,0,0.549614,327.56,-32.1738,285.699,831.034,6073.26,643.327,-3819.28,3.99922,-0.912278,6.20573
48239,3.91146e-16,98.7089,7203.14,0,0.550298,331.107,-28.6725,284.729,829.898,6301.15,587.532,-3440.29,3.60363,-0.951582,6.43781
48299,1.86884e-16,98.7089,7203.14,0,0.550983,334.653,-25.1655,283.805,828.846,6504.9,529.492,-3048.13,3.19425,-0.987252,6.64524
48359,3.85208e-16,98.7089,7203.14,0,0.551667,338.199,-21.6536,282.918,827.896,6683.75,469.43,-2644.29,2.77263,-1.01915,6.82722
48419,3.39469e-17,98.7089,7203.14,0,0.552351,341.745,-18.1376,282.062,827.062,6837.01,407.573,-2230.33,2.3404,-1.04716,6.98305
48479,9.63018e-16,98.7089,7203.14,0,0.553036,345.291,-14.6183,281.229,826.356,6964.09,344.159,-1807.83,1.8992,-1.07116,7.11215
48539,1.28403e-16,98.7089,7203.14,0,0.55372,348.837,-11.0964,280.414,825.79,7064.5,279.43,-1378.4,1.45073,-1.09108,7.21401
48599,9.51863e-16,98.7089,7203.14,0,0.554405,352.384,-7.57247,279.612,825.372,7137.86,213.633,-943.702,0.996711,-1.10683,7.28825
48659,9.63018e-16,98.7089,7203.14,0,0.555089,355.93,-4.04718,278.82,825.109,7183.88,147.019,-505.384,0.538872,-1.11835,7.33457
48719,2.56841e-16,98.7089,7203.14,0,0.555774,359.476,-0.521174,278.032,825.005,7202.4,79.8435,-65.1319,0.0789701,-1.1256,7.35281
48779,1.69735e-17,98.7089,7203.14,0,0.556458,3.02202,3.00493,277.244,825.062,7193.34,12.3619,375.37,-0.381235,-1.12855,7.34289
48839,1.69735e-17,98.7089,7203.14,0,0.557143,6.56818,6.5305,276.454,825.278,7156.74,-55.1675,814.434,-0.839979,-1.12719,7.30486
48899,1.45247e-16,98.7089,7203.14,0,0.557827,10.1143,10.0549,275.655,825.651,7092.73,-122.487,1250.38,-1.29551,-1.12152,7.23885
48959,5.14732e-16,98.7089,7203.14,0,0.558512,13.6605,13.5775,274.845,826.174,7001.56,-189.339,1681.54,-1.74607,-1.11157,7.14512
49019,3.39469e-17,98.7089,7203.14,0,0.559196,17.2066,17.0976,274.018,826.839,6883.58,-255.469,2106.26,-2.18996,-1.09737,7.02402
49079,6.78938e-17,98.7089,7203.14,0,0.55988,20.7528,20.6146,273.169,827.637,6739.24,-320.623,2522.91,-2.62545,-1.07898,6.87603
49139,1.45247e-16,98.7089,7203.14,0,0.560565,24.2989,24.1278,272.292,828.554,6569.1,-384.554,2929.9,-3.05089,-1.05647,6.70171
49199,6.78938e-17,98.7089,7203.14,0,0.561249,27.8451,27.6364,271.379,829.577,6373.8,-447.016,3325.67,-3.46465,-1.02993,6.50173
49259,0,98.7089,7203.14,0,0.561934,31.3912,31.1395,270.424,830.69,6154.1,-507.771,3708.71,-3.86515,-0.999448,6.27685
49319,4.08441e-16,98.7089,7203.14,0,0.562618,34.9374,34.6362,269.414,831.876,5910.83,-566.588,4077.54,-4.25084,-0.96515,6.02793
49379,2.56805e-16,98.7089,7203.14,0,0.563303,38.4836,38.1254,268.339,833.116,5644.92,-623.241,4430.76,-4.62025,-0.927165,5.75592
49439,2.71575e-16,98.7089,7203.14,0,0.563987,42.0297,41.6059,267.181,834.392,5357.41,-677.513,4767.01,-4.97198,-0.885639,5.46188
49499,3.91146e-16,98.7089,7203.14,0,0.564672,45.5759,45.0759,265.92,835.683,5049.37,-729.199,5085.01,-5.30466,-0.840729,5.14692
49559,6.78938e-17,98.7089,7203.14,0,0.565356,49.122,48.5334,264.53,836.971,4722.01,-778.099,5383.54,-5.61703,-0.792608,4.81225
49619,1.86884e-16,98.7089,7203.14,0,0.56604,52.6682,51.9755,262.973,838.235,4376.56,-824.029,5661.44,-5.90789,-0.741458,4.45915
49679,1.35788e-16,98.7089,7203.14,0,0.566725,56.2143,55.3984,261.201,839.456,4014.35,-866.81,5917.67,-6.17614,-0.687476,4.08898
49739,1.28403e-16,98.7089,7203.14,0,0.567409,59.7605,58.7966,259.142,840.616,3636.77,-906.282,6151.24,-6.42073,-0.630867,3.70315
49799,1.45247e-16,98.7089,7203.14,0,0.568094,63.3066,62.1619,256.693,841.697,3245.27,-942.292,6361.25,-6.64073,-0.571848,3.30314
49859,2.65629e-16,98.7089,7203.14,0,0.568778,66.8528,65.4819,253.699,842.682,2841.34,-974.703,6546.91,-6.83531,-0.510644,2.89048
49919,1.35788e-16,98.7089,7203.14,0,0.569463,70.3989,68.7361,249.917,843.557,2426.52,-1003.39,6707.49,-7.00371,-0.447489,2.46675
49979,2.70101e-16,98.7089,7203.14,0,0.570147,73.9451,71.8906,244.952,844.307,2002.42,-1028.25,6842.39,-7.14529,-0.382624,2.03357
50039,1.69735e-16,98.7089,7203.14,0,0.570832,77.4912,74.8837,238.139,844.923,1570.65,-1049.18,6951.08,-7.25952,-0.316297,1.59261
50099,3.39469e-17,98.7089,7203.14,0,0.571516,81.0374,77.5994,228.37,845.394,1132.87,-1066.1,7033.16,-7.34594,-0.248761,1.14554
50159,1.69735e-17,98.7089,7203.14,0,0.572201,84.5835,79.8145,214.008,845.714,690.746,-1078.95,7088.3,-7.40424,-0.180274,0.694093
50219,2.56841e-16,98.7089,7203.14,0,0.572885,88.1297,81.1458,193.873,845.877,245.979,-1087.68,7116.3,-7.43418,-0.111098,0.239986
50279,1.28473e-16,98.7089,7203.14,0,0.573569,91.6758,81.1841,170.516,845.882,-199.73,-1092.25,7117.04,-7.43566,-0.0414968,-0.21504
50339,3.39469e-17,98.7089,7203.14,0,0.574254,95.222,79.9146,150.087,845.727,-644.674,-1092.65,7090.54,-7.40867,0.0282636,-0.669243
50399,2.65629e-16,98.7089,7203.14,0,0.574938,98.7681,77.7365,135.423,845.416,-1087.15,-1088.88,7036.88,-7.3533,0.0979167,-1.12088
50459,2.59039e-16,98.7089,7203.14,0,0.575623,102.314,75.0412,125.448,844.953,-1525.46,-1080.95,6956.27,-7.26978,0.167197,-1.56823
50519,6.65881e-16,98.7089,7203.14,0,0.576307,105.86,72.0596,118.507,844.345,-1957.93,-1068.89,6849.03,-7.15842,0.235838,-2.00957
50579,7.5779e-16,98.7089,7203.14,0,0.576992,109.407,68.9121,113.461,843.601,-2382.91,-1052.74,6715.56,-7.01966,0.30358,-2.44322
50639,1.45247e-16,98.7089,7203.14,0,0.577676,112.953,65.6623,109.626,842.733,-2798.75,-1032.58,6556.37,-6.85401,0.370163,-2.86751
50699,6.78938e-17,98.7089,7203.14,0,0.578361,116.499,62.3453,106.596,841.753,-3203.89,-1008.47,6372.07,-6.66211,0.435333,-3.28082
50759,1.28403e-16,98.7089,7203.14,0,0.579045,120.045,58.9821,104.122,840.678,-3596.75,-980.51,6163.38,-6.44471,0.49884,-3.68157
50819,1.35788e-16,98.7089,7203.14,0,0.57973,123.591,55.5855,102.045,839.522,-3975.84,-948.804,5931.08,-6.20263,0.560443,-4.06821
50879,6.78938e-17,98.7089,7203.14,0,0.580414,127.137,52.1638,100.259,838.303,-4339.71,-913.473,5676.07,-5.93679,0.619906,-4.43928
50939,2.03682e-16,98.7089,7203.14,0,0.581098,130.684,48.7226,98.692,837.041,-4686.96,-874.652,5399.32,-5.64823,0.677001,-4.79335
50999,1.86884e-16,98.7089,7203.14,0,0.581783,134.23,45.2659,97.2935,835.754,-5016.26,-832.49,5101.9,-5.33803,0.731511,-5.12907
51059,8.8262e-16,98.7089,7203.14,0,0.582467,137.776,41.7965,96.0265,834.462,-5326.35,-787.148,4784.94,-5.0074,0.783227,-5.44514
51119,0,98.7089,7203.14,0,0.583152,141.322,38.3166,94.8636,833.185,-5616.05,-738.798,4449.65,-4.65759,0.831953,-5.74036
51179,1.35788e-16,98.7089,7203.14,0,0.583836,144.868,34.8278,93.7839,831.943,-5884.24,-687.627,4097.33,-4.28995,0.877501,-6.0136
51239,1.45247e-16,98.7089,7203.14,0,0.584521,148.414,31.3314,92.7713,830.754,-6129.9,-633.828,3729.32,-3.90588,0.919697,-6.26381
51299,2.90495e-16,98.7089,7203.14,0,0.585205,151.96,27.8286,91.813,829.636,-6352.09,-577.607,3347.02,-3.50685,0.958381,-6.49003
51359,1.45247e-16,98.7089,7203.14,0,0.58589,155.507,24.3203,90.8986,828.608,-6549.96,-519.18,2951.91,-3.0944,0.993405,-6.6914
51419,6.78938e-17,98.7089,7203.14,0,0.586574,159.053,20.8074,90.0197,827.684,-6722.74,-458.769,2545.49,-2.67009,1.02463,-6.86715
51479,2.56805e-16,98.7089,7203.14,0,0.587258,162.599,17.2906,89.1693,826.88,-6869.78,-396.604,2129.33,-2.23557,1.05195,-7.0166
51539,3.39469e-17,98.7089,7203.14,0,0.587943,166.145,13.7706,88.3412,826.207,-6990.52,-332.925,1705.01,-1.79248,1.07525,-7.13918
51599,9.19221e-16,98.7089,7203.14,0,0.588627,169.691,10.2481,87.53,825.676,-7084.48,-267.973,1274.16,-1.34253,1.09444,-7.23442
51659,1.05066e-15,98.7089,7203.14,0,0.589312,173.237,6.72382,86.7311,825.295,-7151.32,-201.997,838.438,-0.887437,1.10945,-7.30196
51719,8.91911e-16,98.7089,7203.14,0,0.589996,176.783,3.1983,85.94,825.07,-7190.78,-135.248,399.501,-0.428947,1.12022,-7.34154
51779,4.60629e-16,98.7089,7203.14,0,0.590681,180.33,-0.327794,85.1525,825.004,-7202.7,-67.9822,-40.9653,0.0311857,1.12672,-7.353
51839,4.1585e-16,98.7089,7203.14,0,0.591365,183.876,-3.85383,84.3647,825.1,-7187.04,-0.455982,-481.275,0.491199,1.12891,-7.3363
51899,4.4131e-16,98.7089,7203.14,0,0.59205,187.422,-7.37917,83.5725,825.354,-7143.86,67.0727,-919.742,0.94933,1.12679,-7.29151
51959,4.75257e-16,98.7089,7203.14,0,0.592734,190.968,-10.9032,82.7716,825.763,-7073.33,134.346,-1354.69,1.40383,1.12036,-7.2188
52019,3.94876e-16,98.7089,7203.14,0,0.593419,194.514,-14.4253,81.9577,826.321,-6975.71,201.107,-1784.44,1.85295,1.10966,-7.11845
52079,4.4131e-16,98.7089,7203.14,0,0.594103,198.06,-17.9447,81.1258,827.02,-6851.38,267.1,-2207.37,2.29497,1.09472,-6.99083
52139,4.92297e-16,98.7089,7203.14,0,0.594787,201.607,-21.4609,80.2706,827.847,-6700.81,332.073,-2621.84,2.72821,1.07559,-6.83645
52199,6.90974e-16,98.7089,7203.14,0,0.595472,205.153,-24.973,79.3857,828.791,-6524.59,395.779,-3026.27,3.151,1.05236,-6.65588
52259,7.5779e-16,98.7089,7203.14,0,0.596156,208.699,-28.4803,78.4638,829.838,-6323.38,457.974,-3419.11,3.56173,1.0251,-6.44983
52319,4.81553e-16,98.7089,7203.14,0,0.596841,212.245,-31.982,77.4963,830.97,-6097.96,518.42,-3798.86,3.95881,0.993935,-6.21908
52379,4.2712e-16,98.7089,7203.14,0,0.597525,215.791,-35.477,76.4722,832.17,-5849.19,576.887,-4164.06,4.34074,0.958969,-5.96451
52439,5.58122e-16,98.7089,7203.14,0,0.59821,219.337,-38.9643,75.3784,833.421,-5578.02,633.151,-4513.32,4.70605,0.920339,-5.6871
52499,5.60651e-16,98.7089,7203.14,0,0.598894,222.883,-42.4424,74.1979,834.702,-5285.49,686.997,-4845.29,5.05333,0.878194,-5.38792
52559,6.78938e-17,98.7089,7203.14,0,0.599579,226.43,-45.9096,72.9088,835.994,-4972.72,738.219,-5158.71,5.38127,0.832693,-5.0681
52619,9.50514e-16,98.7089,7203.14,0,0.600263,229.976,-49.3637,71.4821,837.278,-4640.92,786.622,-5452.37,5.6886,0.784012,-4.72887
52679,1.01841e-15,98.7089,7203.14,0,0.600947,233.522,-52.8016,69.8789,838.534,-4291.34,832.021,-5725.15,5.97414,0.732335,-4.37154
52739,9.50514e-16,98.7089,7203.14,0,0.601632,237.068,-56.2191,68.0449,839.742,-3925.33,874.242,-5976.01,6.23681,0.67786,-3.99746
52799,8.91911e-16,98.7089,7203.14,0,0.602316,240.614,-59.6103,65.903,840.884,-3544.28,913.125,-6203.99,6.4756,0.620796,-3.60808
52859,8.24782e-16,98.7089,7203.14,0,0.603001,244.16,-62.966,63.3398,841.943,-3149.67,948.52,-6408.21,6.68959,0.56136,-3.20488
52919,8.14726e-16,98.7089,7203.14,0,0.603685,247.707,-66.2724,60.1829,842.903,-2742.99,980.292,-6587.89,6.87797,0.499779,-2.78941
52979,9.94223e-16,98.7089,7203.14,0,0.60437,251.253,-69.5065,56.1597,843.749,-2325.82,1008.32,-6742.34,7.04001,0.436288,-2.36325
53039,3.39469e-17,98.7089,7203.14,0,0.605054,254.799,-72.6291,50.8235,844.468,-1899.73,1032.5,-6870.97,7.17509,0.37113,-1.92805
53099,3.39469e-17,98.7089,7203.14,0,0.605739,258.345,-75.569,43.4216,845.05,-1466.38,1052.73,-6973.29,7.2827,0.304554,-1.48546
53159,2.59039e-16,98.7089,7203.14,0,0.606423,261.891,-78.1901,32.7108,845.485,-1027.4,1068.94,-7048.9,7.36242,0.236813,-1.03719
53219,0,98.7089,7203.14,0,0.607108,265.437,-80.2334,16.9938,845.768,-584.496,1081.07,-7097.53,7.41395,0.168168,-0.584939
53279,8.80498e-16,98.7089,7203.14,0,0.607792,268.983,-81.2834,355.636,845.893,-139.351,1089.07,-7118.97,7.43709,0.0988791,-0.130451
53339,8.48673e-18,98.7089,7203.14,0,0.608476,272.53,-80.9866,332.437,845.859,306.327,1092.91,-7113.15,7.43175,0.029212,0.324536
53399,2.59039e-16,98.7089,7203.14,0,0.609161,276.076,-79.4559,313.346,845.666,750.833,1092.58,-7080.1,7.39795,-0.0405674,0.77828
53459,1.02118e-15,98.7089,7203.14,0,0.609845,279.622,-77.1237,299.972,845.318,1192.46,1088.07,-7019.93,7.33583,-0.110193,1.22904
53519,8.58332e-16,98.7089,7203.14,0,0.61053,283.168,-74.3436,290.863,844.819,1629.53,1079.41,-6932.87,7.24561,-0.179398,1.6751
53579,7.5779e-16,98.7089,7203.14,0,0.611214,286.714,-71.3139,284.461,844.178,2060.35,1066.62,-6819.27,7.12765,-0.247918,2.11475
53639,1.45247e-16,98.7089,7203.14,0,0.611899,290.26,-68.1374,279.756,843.403,2483.28,1049.76,-6679.56,6.9824,-0.315493,2.54629
53699,6.78938e-17,98.7089,7203.14,0,0.612583,293.807,-64.8688,276.145,842.507,2896.71,1028.89,-6514.27,6.81041,-0.381863,2.96808
53759,0,98.7089,7203.14,0,0.613268,297.353,-61.5392,273.267,841.503,3299.04,1004.09,-6324.03,6.61234,-0.446775,3.37851
53819,6.78938e-17,98.7089,7203.14,0,0.613952,300.899,-58.167,270.901,840.406,3688.74,975.452,-6109.57,6.38896,-0.509981,3.776
53879,6.78938e-17,98.7089,7203.14,0,0.614636,304.445,-54.7637,268.902,839.233,4064.32,943.088,-5871.72,6.14111,-0.57124,4.15903
53939,3.004e-16,98.7089,7203.14,0,0.615321,307.991,-51.3369,267.174,838.003,4424.33,907.123,-5611.39,5.86974,-0.630318,4.52614
53999,6.78938e-17,98.7089,7203.14,0,0.616005,311.537,-47.8916,265.652,836.733,4767.4,867.692,-5329.56,5.5759,-0.686988,4.87591
54059,6.78938e-17,98.7089,7203.14,0,0.61669,315.083,-44.4316,264.288,835.443,5092.22,824.946,-5027.33,5.2607,-0.741035,5.20701
